_Time,L Swing Speed degree/ms,L Angle Diff,L Pos Diff,L Stamina,L Pattern Diff,L CombinedDiff
390.432,1.5333333333333332,1,1,1.712542909599041,1.7995768307031248,9.73199434707127
391.432,0.7666666666666666,1,1,1.6869509923845254,1.7995768307031248,9.695273857701757
391.932,1.5333333333333332,1,1,1.6869509923845254,1.7850760494531246,9.655470971977412
392.432,1.5333333333333332,1.6,1,1.6869509923845254,1.8036071743749995,9.70634609031685
394.432,0.3833333333333333,1,1,1.6490431618652996,1.7891063931249995,9.612251277461217
394.932,1.5333333333333332,1,1,1.6490431618652988,1.7642500180468745,9.543813647921244
395.432,1.5333333333333332,1,1,1.6490431618652996,1.7393936429687495,9.475539168651057
395.932,1.5333333333333332,1.3,1.1,1.6490431618653005,1.7642500180468748,9.543813647921247
396.432,1.5333333333333332,1.3,1,1.6490431618653005,1.7787507992968745,9.583719391805793
397.432,0.7666666666666666,1,1,1.624089424880853,1.7787507992968745,9.548069421742985
398.432,0.7666666666666666,1,1,1.5993887037804357,1.7787507992968745,9.512915972149571
398.932,1.5333333333333332,1,1,1.5993887037804366,1.7787507992968745,9.512915972149571
399.432,1.5333333333333332,1,1,1.5993887037804366,1.7787507992968747,9.512915972149571
399.932,1.5333333333333332,1,1,1.5993887037804366,1.7787507992968747,9.512915972149571
400.432,1.5333333333333332,1,1,1.5993887037804357,1.7787507992968747,9.512915972149571
402.432,0.3833333333333333,1,1,1.5628092066523749,1.7787507992968747,9.461116046232872
402.932,1.5333333333333332,1,1,1.5628092066523738,1.7787507992968747,9.461116046232869
403.432,1.5333333333333332,1.3,1.1,1.5628092066523749,1.8036071743749997,9.530388246384712
403.932,1.5333333333333332,1.6,1,1.5628092066523749,1.8469946743749999,9.651689622987885
404.932,0.7666666666666666,1.75,1,1.5387353847420466,1.9124548794531246,9.802836597655407
406.182,0.6133333333333334,1.75,1,1.510174709572433,1.9779150845312496,9.950356729866055
406.765,1.3150371640938354,1.75,1,1.5470992191765491,2.0433752896093744,10.185623321062451
407.432,1.14942528735627,1,1,1.5591302846233897,2.0433752896093744,10.201420620387623
408.099,1.149425287356368,1,1,1.5712235622486257,2.0433752896093744,10.217343929020778
408.766,1.14942528735627,1.75,1,1.6036300319724843,2.1088354946874994,10.445899344441198
409.432,1.1511511511511567,1,1,1.6209617111976684,2.1088354946875,10.468557421568583
409.932,1.5333333333333332,1,1,1.6458834816727583,2.0654479946874997,10.3787815829746
410.432,1.5333333333333332,1,1,1.6458834816727583,2.0220604946874996,10.256629520098326
411.432,0.7666666666666666,1,1,1.6209617111976684,2.0220604946874996,10.223138086184619
412.432,0.7666666666666666,1.6,1,1.596292794080707,2.0654479946874993,10.31306617992853
412.932,1.5333333333333332,1.6,1,1.596292794080707,2.108835494687499,10.436334117552185
413.932,0.7666666666666666,1,1,1.596292794080707,2.108835494687499,10.436334117552185
414.765,0.9203681472589368,1,1,1.5930344095815252,2.108835494687499,10.432091498734083
415.432,1.14942528735627,1,1,1.5971044162605101,2.1088354946874994,10.437391397942566
416.099,1.149425287356368,1,1,1.5848419109763394,2.1088354946874994,10.421438569509847
416.932,0.920368147258874,1,1,1.5897437665996794,2.1088354946874994,10.42781013572266
417.932,0.7666666666666666,1,1,1.5897437665996794,2.1088354946874994,10.42781013572266
418.932,0.7666666666666666,1,1,1.581599132985895,2.1088354946875,10.417227548559742
419.432,1.5333333333333332,1,1,1.581599132985895,2.1088354946875,10.417227548559742
419.932,1.5333333333333332,1,1,1.581599132985895,2.1088354946875,10.417227548559742
420.432,1.5333333333333332,1,1,1.581599132985895,2.1088354946875,10.417227548559742
421.432,0.7666666666666666,1.3,1.1,1.557332234372574,2.133691869765625,10.456938092163297
422.432,0.7666666666666666,1.3,1,1.5333148363421911,2.148192651015625,10.467917829881634
423.432,0.7666666666666666,1.6,1,1.509545649633036,2.191580151015625,10.56311207027484
424.432,0.7666666666666666,1,1,1.4860233849833955,2.191580151015625,10.533934014411532
426.432,0.3833333333333333,1,1,1.4512001466105295,2.191580151015625,10.491100273249376
426.932,1.5333333333333332,1,1,1.4512001466105287,2.191580151015625,10.491100273249376
427.432,1.5333333333333332,1,1,1.4512001466105287,2.1667237759374998,10.418771625257207
428.432,0.7666666666666666,1,1,1.4282895465896854,2.1418674008593745,10.318172896278544
428.932,1.5333333333333332,1.3,1,1.4282895465896854,2.1315118070312495,10.288019429191639
429.432,1.5333333333333332,1.3,1.1,1.4640334771976955,2.1563681821093748,10.404569680579609
430.432,0.7666666666666666,1.6,1,1.4686719315874133,2.199755682109375,10.536293239341433
431.432,0.7666666666666666,1.6,1,1.4609466063559282,2.243143182109375,10.653189969158127
431.932,1.5333333333333332,1.75,1,1.4842041874721774,2.3086033871875,10.871969081546293
432.682,1.0222222222222221,1,1,1.4842041874721783,2.2652158871875,10.74558818756196
433.182,1.5333333333333332,1,1,1.4998455689222288,2.2652158871875,10.764538078923573
433.682,1.5333333333333332,1,1,1.5314572365320647,2.2652158871875,10.80310314006947
434.182,1.5333333333333332,1,1,1.5675477507689366,2.2652158871875,10.847556127342447
435.432,0.6133333333333334,1,1,1.5386305401510185,2.2652158871875,10.81190306208008
436.932,0.5111111111111111,1.6,1,1.5069198945704758,2.2652158871875,10.773137733709357
437.682,1.0222222222222221,1,1,1.5148063067881583,2.2218283871874998,10.657098587280537
