_Time,L Swing Speed degree/ms,L Angle Diff,L Stamina,L Pattern Diff,L CombinedDiff
6.381166458129883,0,1,0,0,0
7.381166458129883,0.7666666666666666,1,0.04791666666666666,0.00390625,0.048075625149413756
8.381166458129883,0.7666666666666666,1,0.09583333333333333,0.0087890625,0.09623552045584148
9.381166458129883,0.7666666666666666,1,0.14375,0.015625,0.14459669126574093
10.381166458129883,0.7666666666666666,1,0.19166666666666665,0.0244140625,0.19321531398640485
11.381166458129883,0.7666666666666666,1,0.23958333333333331,0.03515625,0.24214899447483487
12.381166458129883,0.7666666666666666,1,0.2875,0.0478515625,0.29145500859256374
13.381166458129883,0.7666666666666666,1,0.33541666666666664,0.0625,0.3411899621585866
14.381166458129883,0.7666666666666666,1,0.3833333333333333,0.0791015625,0.391409634059237
15.381166458129883,0.7666666666666666,1,0.43124999999999997,0.09765625,0.44216886555258783
16.381166458129883,0.7666666666666666,1,0.47916666666666663,0.1181640625,0.4935214687437096
17.381166458129883,0.7666666666666666,1,0.5270833333333333,0.140625,0.5455201471098733
18.381166458129883,0.7666666666666666,1,0.575,0.1650390625,0.598216425845094
19.381166458129883,0.7666666666666666,1,0.6229166666666666,0.19140625,0.6516605912207469
20.381166458129883,0.7666666666666666,1,0.6708333333333332,0.2197265625,0.705901638600717
21.381166458129883,0.7666666666666666,1,0.7187499999999998,0.25,0.7609872288678698
22.381166458129883,0.7666666666666666,1,0.7215686274509802,0.2822265625,0.7747987588413251
23.381166458129883,0.7666666666666666,1,0.7240740740740738,0.31640625,0.7901874333253407
24.381166458129883,0.7666666666666666,1,0.7263157894736839,0.3525390625,0.8073527213226941
25.381166458129883,0.7666666666666666,1,0.7283333333333329,0.390625,0.8264728277865183
26.381166458129883,0.7666666666666666,1,0.7301587301587298,0.4306640625,0.8477047280486364
27.381166458129883,0.7666666666666666,1,0.7318181818181814,0.47265625,0.8711841262923306
28.381166458129883,0.7666666666666666,1,0.7333333333333328,0.5166015625,0.8970256139906031
29.13116455078125,1.0222248218743775,1,0.7453704786892098,0.5625,0.9338005142970215
29.631166458129883,1.533327484153172,1,0.7768887589077681,0.6103515625,0.9879702290876197
30.381166458129883,1.0222222222222221,1,0.7863246613429393,0.66015625,1.0266999305786237
31.381166458129883,0.7666666666666666,1,0.7855965874660403,0.7119140625,1.0601809423978257
32.381168365478516,0.7666652043688372,1,0.7849204666411402,0.765625,1.0964861055103001
33.381168365478516,0.7666666666666666,1,0.78429102526271,0.8212890625,1.1356179535784743
34.381168365478516,0.7666666666666666,1,0.7837035466428419,0.87890625,1.1775684461251632
35.131168365478516,1.0222222222222221,1.5,0.7913976974679832,0.968994140625,1.2511034969670607
35.631168365478516,1.5333333333333332,1,0.8145831860887753,1.031494140625,1.3143538067058838
36.381168365478516,1.0222222222222221,1,0.8208752780928191,1.031494140625,1.3182626385996343
37.381168365478516,0.7666666666666666,1,0.8192809071685205,1.031494140625,1.3172704228800483
37.881168365478516,1.5333333333333332,1,0.8396824050589439,1.031494140625,1.3300551505517655
38.881168365478516,0.7666666666666666,1,0.8376541901036028,1.031494140625,1.3287756410853677
39.881168365478516,0.7666666666666666,1,0.835735608389091,1.031494140625,1.327567011217585
40.881168365478516,0.7666666666666666,1,0.8339180046595535,1.031494140625,1.3264235374265183
42.381168365478516,0.5111111111111111,1.75,0.8256409048249781,1.07965087890625,1.3591647891419372
43.381168365478516,0.7666666666666666,1,0.8241665488710203,1.07965087890625,1.358269678893336
44.381168365478516,0.7666666666666666,1,0.8227641127196945,1.07965087890625,1.3574191708910202
45.131168365478516,1.0222222222222221,1,0.8275131153268976,1.07965087890625,1.3603028987549302
45.631168365478516,1.5333333333333332,1.75,0.8439275390014659,1.12890625,1.4094832430270794
46.381168365478516,1.0222222222222221,1,0.8479796908928467,1.12890625,1.4119131975641386
47.381168365478516,0.7666666666666666,1,0.8461727347989316,1.12890625,1.4108286991715775
48.381168365478516,0.7666666666666666,1,0.8444443420134476,1.12890625,1.4097927393938396
49.381168365478516,0.7666666666666666,1,0.8427894978571331,1.12890625,1.408802136209106
50.381168365478516,0.7666666666666666,1,0.841203605540665,1.12890625,1.4078539793826905
51.381168365478516,0.7666666666666666,1,0.8396824435228283,1.12890625,1.4069456020932474
52.131168365478516,1.0222222222222221,1.5,0.8433332390968162,1.162353515625,1.4360628981529064
52.631168365478516,1.5333333333333332,1,0.856862652709297,1.162353515625,1.4440496185705705
53.131168365478516,1.5333333333333332,1,0.8698717042597591,1.162353515625,1.4518066252630117
53.631168365478516,1.5333333333333332,1,0.8823898482045437,1.162353515625,1.4593414746042939
