_Time,L Swing Speed degree/ms,L Angle Diff,L Pos Diff,L Stamina,L Pattern Diff,L CombinedDiff
32,0,1,1.1,0,0,0
34,0.27999999999999997,1,1,6.699218749999998e-07,0.077003125,1.1606710966318978
35,0.5599999999999999,1.6,1,1.808789062499999e-05,0.28180312500000004,2.3716650925856513
37,0.27999999999999997,1,1,4.2874999999999985e-05,0.31305312500000004,2.488243994112466
38,0.5599999999999999,1,1,0.00014470312499999997,0.34430312500000004,2.5967802120420354
39.66699981689453,0.33593285033661785,1,1,0.0002500220148621733,0.37555312500000004,2.698206458341094
42,0.2400342717738586,1,1,0.0003503873054110371,0.40680312500000004,2.7934988740025437
43,0.5599999999999999,1,1,0.0006814481309308884,0.43805312500000004,2.884623319082406
45,0.27999999999999997,1,1,0.0009056055700995405,0.46930312500000004,2.9705905327190107
46,0.5599999999999999,1,1,0.0014912721575042979,0.500553125,3.054282648984872
48,0.27999999999999997,1,1,0.001860820368240403,0.531803125,3.133288271540019
49,0.5599999999999999,1,1,0.0027734442800300668,0.5630531250000002,3.2118856731828824
50,0.5599999999999999,1,1,0.003944235053909669,0.5943031250000002,3.2890554093214925
51,0.5599999999999999,1,1,0.0054053489398792065,0.6255531250000002,3.3653467010572022
52,0.5599999999999999,1,1,0.007188942187938681,0.6568031250000002,3.441290487069905
53,0.5599999999999999,1,1,0.009327171048088096,0.6880531250000002,3.5174037104976117
54,0.5599999999999999,1,1,0.011852191770327442,0.7193031250000002,3.5941915318702105
55,0.5599999999999999,1,1,0.014796160604656732,0.7505531250000002,3.672147844185094
56,0.5599999999999999,1,1,0.018191233801075957,0.7818031250000002,3.751754399240826
64,0.06999999999999999,1,1,0.018648937758070232,0.8130531250000002,3.8129976602957445
66,0.27999999999999997,1,1,0.020556519160202,0.8443031250000002,3.8818174454726355
68,0.27999999999999997,1,1,0.022589940129418753,0.8755531250000002,3.950580310775573
70,0.27999999999999997,1,1,0.024753220196970488,0.9068031250000002,4.019456907172955
71.5,0.3733333333333333,1,1,0.027846544000190203,0.9380531250000002,4.093777833154381
75,0.16,1,1,0.02924747443082268,0.9693031250000002,4.156613218447156
78,0.18666666666666665,1,1,0.03094035714874379,1.0005531250000002,4.220778087769972
80,0.27999999999999997,1,1,0.033600232210349044,1.0318031250000002,4.291085012873136
81.5,0.3733333333333333,1,1,0.03737801340147343,1.0630531250000002,4.368953168635908
83,0.3733333333333333,1,1,0.04142884965630446,1.0943031250000002,4.448781755565783
85,0.27999999999999997,1,1,0.04465190078680465,1.1255531250000002,4.5228505442461895
87,0.27999999999999997,1,1,0.04803792429688983,1.1568031250000002,4.59810656299009
89,0.27999999999999997,1,1,0.05159093971780999,1.1880531250000002,4.674647696538784
91,0.27999999999999997,1,1,0.05043717686284749,1.1823545454545457,4.657005533418786
96,0.112,1,1,0.04739901613394359,1.1769911764705885,4.62617573120828
98,0.27999999999999997,1,1,0.046485511431916274,1.1719342857142858,4.611353067300309
100,0.27999999999999997,1,1,0.04563360525747042,1.1671583333333335,4.597441563043406
102,0.27999999999999997,1,1,0.044837387615262916,1.1626405405405407,4.584359822028196
103.5,0.3733333333333333,1,1,0.04501770673425096,1.1583605263157897,4.578780726304826
105,0.3733333333333333,1,1,0.045189225008396026,1.1543,4.57346972948508
107,0.27999999999999997,1,1,0.04446815837419736,1.1504425,4.562009844570872
108,0.5599999999999999,1,1,0.046384373159160906,1.1467731707317075,4.569878939380755
110,0.27999999999999997,1,1,0.04565696948737771,1.1432785714285716,4.558965126542533
112,0.27999999999999997,1,1,0.04497051887246896,1.139946511627907,4.548614446880907
113,0.5599999999999999,1,1,0.04675592618826559,1.1367659090909092,4.556188060680964
113.66699981689453,0.8395804403774664,1,1,0.05102702315025865,1.1337266666666668,4.5813629605087245
115.33300018310547,0.3361343798943059,1,1,0.05071566003167443,1.1308195652173914,4.574345385956353
116,0.8395804403774664,1,1,0.05493281530919089,1.1280361702127661,4.599022158161441
117,0.5599999999999999,1,1,0.056573312721228605,1.12536875,4.605803575444655
117.66699981689453,0.8395804403774664,1,1,0.06078526865088784,1.1228102040816328,4.6301338654782445
119.33300018310547,0.3361343798943059,1,1,0.060257593286963756,1.120354,4.62234281801604
120,0.8395804403774664,1,1,0.06439507819176953,1.117994117647059,4.64607029733849
121,0.5599999999999999,1,1,0.06588175628350991,1.115725,4.652011714461679
122,0.5599999999999999,1,1,0.06733376959415453,1.1135415094339625,4.6577994911968466
123,0.5599999999999999,1,1,0.06875202013341439,1.111438888888889,4.663437860793657
124,0.5599999999999999,1,1,0.07013740724729571,1.1094127272727274,4.668931087788623
124.66699981689453,0.8395804403774664,1,1,0.0741019057616932,1.1074589285714287,4.691204799976459
125.66699981689453,0.5599999999999999,1,1,0.0754092274339044,1.1055736842105264,4.696244178104563
126.66699981689453,0.5599999999999999,1,1,0.07668597280898688,1.1037534482758622,4.701152638264146
128,0.42010496854949947,1.75,1,0.07664240419152596,1.244010275423729,4.946748139661781
129,0.5599999999999999,1,1,0.07786885492539537,1.2399434375,4.948383852850096
130,0.5599999999999999,1,1,0.07906747505494585,1.2360099385245902,4.949971882412466
131,0.5599999999999999,1.6,1,0.0802390810191636,1.3217775201612905,5.103660376402279
132,0.5599999999999999,1.6,1,0.08138446690802545,1.4048223214285716,5.249164557098012
133,0.5599999999999999,1,1,0.08250440421636253,1.3984969726562502,5.247355578371241
134,0.5599999999999999,1,1,0.08359964177683939,1.3923662500000002,5.245569071450637
135,0.5599999999999999,1.6,1,0.08467090583925399,1.4705667613636364,5.38098742755943
136,0.5599999999999999,1,1,0.08571890026860714,1.4635433768656716,5.377855530832971
137,0.5599999999999999,1,1,0.08674430683880549,1.4567265625,5.374770371810095
137.66700744628906,0.839570837050763,1.3,1,0.09016997817000459,1.477007336956522,5.434279863691838
138,1.6817192869907895,1,1,0.10122137604936979,1.4701929464285717,5.507134679979563
138.66700744628906,0.839570837050763,1.3,1.1,0.1046881841714245,1.508382003661972,5.59717202861745
139.66700744628906,0.5599999999999999,1,1,0.1055112527868521,1.5013211425000001,5.591544940702896
141,0.4201073730239586,1.3,1.1,0.10503090618999385,1.5380375105479456,5.649184797951717
141.66700744628906,0.839570837050763,1.3,1.1,0.1083848784608003,1.5737615443243247,5.734242057041905
144,0.2400350567382844,1,1,0.10624633646774867,1.5661113904000004,5.705028747740053
144.66700744628906,0.839570837050763,1,1,0.10951977171550158,1.5586625563157899,5.717887875781635
145.16700744628906,1.1199999999999999,1,1,0.1153417167008139,1.5514071984415587,5.749837409474628
145.5,1.6817192869907895,1,1,0.12657814076867435,1.5443378753846158,5.820722849408861
146,1.1199999999999999,1.3,1,0.13258622330082045,1.5609424592405066,5.8931906671994465
147.5,0.3733333333333333,1,1,0.13125890840452678,1.5539306785000002,5.871345059170995
149,0.3733333333333333,1.6,1,0.12997292862453577,1.6156549911111113,5.968817488353114
150,0.5599999999999999,1,1,0.13047537945810708,1.6081470034146343,5.959652701762775
151,0.5599999999999999,1,1,0.13096696991546705,1.6008199310843376,5.95066406475756
151.66700744628906,0.839570837050763,1,1,0.13404626752488658,1.5936673128571432,5.960887154035367
153.5,0.3055113338383544,1,1,0.13214847621181586,1.586682991529412,5.934875466610551
153.83299255371094,1.6817192869907895,1,1,0.14304525593251816,1.5798610962790698,6.001431056699431
154.33299255371094,1.1199999999999999,1,1,0.14875023252789432,1.5731960262068965,6.029710934631304
155,0.839570837050763,1,1,0.15173421596372064,1.566682435,6.038711569325807
156,0.5599999999999999,1.3,1,0.1519897310802909,1.5811702728089887,6.066663163855441
