_Time,L Swing Speed degree/ms,L Angle Diff,L Pos Diff,L Stamina,L Pattern Diff,L CombinedDiff
8,0,1,1,0,0,0
9,0.7,1,1,1.0467529296874997e-05,0.0625,1.0001275648767312
9.5,1.4,1,1,0.00028262329101562487,0.09375,1.322632894704551
10.5,0.7,1,1,0.0006699218749999998,0.125,1.5726893528798507
11,1.4,1,1,0.002260986328124999,0.15625,1.787191427678291
11.5,1.4,1,1,0.005359375000000001,0.1875,1.9800199140335044
12,1.4,1,1,0.010467529296874997,0.21875,2.160641157480402
12.5,1.4,1,1,0.01808789062499999,0.25,2.335568666361601
14,0.4666666666666667,1,1,0.021273121021412027,0.28125,2.474490856030359
14.5,1.4,1,1,0.033024667245370364,0.3125,2.6429545773828576
16,0.4666666666666667,1,1,0.03773583080150462,0.34375,2.770242534237674
17,0.7,1,1,0.045610902009186924,0.375,2.9050366195087767
17.5,1.4,1,1,0.06450130321361398,0.40625,3.0813333072541473
18.5,0.7,1,1,0.0756422435619213,0.4375,3.219748160640819
19,1.4,1,1,0.10162962962962964,0.46875,3.415980987664353
19.75,0.9333333333333333,1,1,0.12190096932870371,0.5,3.585578044049626
21,0.5599999999999999,1.6,1,0.13526903703703702,0.7048000000000001,4.170694654353407
21.5,1.4,1,1,0.1728862668547453,0.7360500000000001,4.411987416480779
22.5,0.7,1,1,0.19406263689055256,0.7673000000000001,4.57495934063198
23.5,0.7,1,1,0.21690125057870357,0.7985500000000001,4.707925925756023
24,1.4,1,1,0.26781642961516183,0.8298000000000001,4.87969376125461
24.5,1.4,1,1,0.32613424537037006,0.8610500000000001,5.060178470300821
26,0.4666666666666667,1,1,0.34730538939525424,0.8923000000000001,5.18614422512303
28,0.35,1,1,0.3637713538015857,0.9235500000000001,5.305032849479653
29,0.7,1,1,0.39824828993846717,0.9548000000000001,5.448407070689559
29.5,1.4,1,1,0.4736020096243394,0.9860500000000001,5.647752892029123
31,0.4666666666666667,1,1,0.500684400054931,1.0173,5.779236192489721
31.5,1.4,1,1,0.5880855481262199,1.04855,5.994687206281796
32,1.4,1,1,0.685108449127196,1.0798,6.224660929334831
32.5,1.4,1,1,0.7922555444641098,1.11105,6.4704957812996415
34,0.4666666666666667,1,1,0.8303079055978267,1.1423,6.615195359369562
35.5,0.4666666666666667,1,1,0.8695596129772033,1.17355,6.761439851909628
36,1.4,1,1,0.9069824438518419,1.1682909090909093,6.801737226997828
39,0.23333333333333334,1,1,0.8475911301808868,1.1633411764705883,6.700297847234534
39.75,0.9333333333333333,1,1,0.846590535999999,1.1586742857142858,6.685571874635933
41,0.5599999999999999,1,1,0.8181291122899511,1.1542666666666668,6.631465581052552
41.5,1.4,1,1,0.85153425943182,1.1500972972972974,6.668504160586551
42.5,0.7,1,1,0.8340767792863383,1.1461473684210528,6.63165120394099
43,1.4,1,1,0.8657327806099216,1.1424,6.6677252879921785
