TimeMS,Beat,Type,Forehand,numNotes,SwingSpeed,Angle Diff,AngleChangeDiff,Pos Diff,C Stamina,C Pattern Diff,C CombinedDiff,C SmoothedDiff
207000.0,552,1,True,1,2.1333333333333333,1.1,1.0,1.26,2.4580631798997823,1.04890625,2.9403007145096782,13.3204692367682
207093.75,552.25,1,False,1,2.1333333333333333,1.1,1.0,1.05,2.4580631798997823,1.0501171875000002,2.9476180064321547,13.324710596256356
207187.5,552.5,1,True,1,2.1333333333333333,1.3,1.0,1,2.4580631798997823,1.0524609375,2.961811110438653,13.316814666427097
207281.25,552.75,1,False,1,2.1333333333333333,1.1,1.0,1.05,2.458063179899782,1.053671875,2.9691600403482865,13.32178290126278
207375.0,553,1,True,1,2.1333333333333333,1.1,1.0,1.26,2.458063179899782,1.0566875,2.9875081667620833,13.31479934416433
207468.75,553.25,1,False,1,2.1333333333333333,1.1,1.0,1.05,2.458063179899782,1.0578984375,2.9948947983172376,13.32063592602867
207562.5,553.5,1,True,1,2.1333333333333333,1.0,1.0,1,2.458063179899782,1.0578984375,2.9948947983172376,13.314216577967535
207656.25,553.75,1,False,1,2.1333333333333333,1.0,1.0,1,2.458063179899782,1.0578984375,2.9948947983172376,13.320053159831874
207750.0,554,0,True,1,0.1523809523809524,1.3,1.0,1,2.3651690256759195,1.0878046874999998,3.080573694550947,13.317039449762934
207874.99237060547,554.3333129882812,0,True,1,1.6000976622108283,1.3,1.0,1,2.362604725359615,1.0901484375,3.0922601396170672,13.326161351229414
207999.98474121094,554.6666259765625,0,True,1,1.6000976622108283,1.0,1.0,1,2.3645732533456707,1.0901484375,3.094384513345856,13.32412686908475
208125.0228881836,555.0000610351562,1,True,1,0.42664583435053627,1.0,1.0,1,2.448653125478718,1.0578984375,2.9852242933177138,13.329637146956173
208250.01525878906,555.3333740234375,1,False,1,1.6000976622108283,1.0,1.0,1,2.436262811038314,1.0578984375,2.9724999632408315,13.32314802447544
208375.00762939453,555.6666870117188,1,True,1,1.6000976622108283,1.0,1.0,1,2.4303713378706466,1.0578984375,2.9664532607463463,13.32771419653245
208500.0,556,1,False,1,1.6000976622108283,1.0,1.0,1,2.42447986472396,1.0578984375,2.960408892681331,13.32081709488182
208625.01525878906,556.3333740234375,1,True,1,1.599804711338948,1.3,1.0,1,2.418586775231001,1.0602421875,2.968527175055444,13.32467380281763
208749.98474121094,556.6666259765625,1,True,1,1.6003907203907204,1.3,1.0,1,2.4126952987718635,1.0625859375000002,2.9766405105195504,13.317981769858013
208875.0,557,0,False,1,0.22856744267154938,1.0,1.0,1,2.3589801806733885,1.0901484375,3.0883494576663617,13.32556871840531
208999.99237060547,557.3333129882812,0,True,1,1.6000976622108283,1.0,1.0,1,2.3525632140917416,1.0901484375,3.081428503314508,13.322412461546328
209124.98474121094,557.6666259765625,0,False,1,1.6000976622108283,1.0,1.0,1,2.353741030754539,1.0901484375,3.082698576234884,13.329024048244365
209250.0,558,1,True,2,0.39998779334126766,1.0,1.0,1,2.4001930114542813,1.0625859375000002,2.963727182366547,13.32189629134496
209437.5,558.5,1,False,3,1.0666666666666667,1.0,1.0,1,2.384713162809175,1.0625859375000002,2.9477536816911596,13.314429240760063
209625.0,559,0,True,1,0.39998779334126766,1.0,1.0,1,2.341237558467452,1.0901484375,3.0692214866606005,13.31146042147456
209718.75,559.25,0,False,1,2.1333333333333333,1.0,1.0,1,2.3316425051725855,1.0901484375,3.0588879720381845,13.30834288248614
209812.5,559.5,0,True,1,2.1333333333333333,1.0,1.0,1,2.331642505172586,1.0901484375,3.058887972038185,13.305225343497723
209906.25,559.75,0,False,1,2.1333333333333333,1.0,1.0,1,2.331642505172586,1.0901484375,3.058887972038185,13.302107804509303
210000.0,560,0,True,1,2.1333333333333333,1.1,1.0,1.26,2.331642505172586,1.0931640624999999,3.0773627240372576,13.298954963591456
210093.75,560.25,0,False,1,2.1333333333333333,1.1,1.0,1.5750000000000002,2.331642505172586,1.09888671875,3.1126064748237416,13.296726166181102
210187.5,560.5,0,True,1,2.1333333333333333,1.3,1.0,1,2.331642505172586,1.1012304687499999,3.1271107967854057,13.294472489491516
210281.25,560.75,0,False,1,2.1333333333333333,1.1,1.0,1.5750000000000002,2.3316425051725855,1.106953125,3.162696958434702,13.293153295309143
210375.0,561,0,True,1,2.1333333333333333,1.1,1.0,1.26,2.3316425051725855,1.10996875,3.181547615947694,13.29180540649886
210468.75,561.25,0,False,1,2.1333333333333333,1.1,1.0,1.5750000000000002,2.3316425051725855,1.11569140625,3.2175065886084075,13.291403251669783
210562.5,561.5,0,True,1,2.1333333333333333,1.0,1.0,1,2.3316425051725855,1.11569140625,3.2175065886084075,13.29100109684071
210656.25,561.75,0,False,1,2.1333333333333333,1.0,1.0,1,2.3316425051725855,1.1156914062500003,3.2175065886084084,13.290598942011634
210750.0,562,1,True,1,0.1523809523809524,1.3,1.0,1,2.3678952945086134,1.0649296875,2.944449704956809,13.292446601341782
210874.99237060547,562.3333129882812,1,True,1,1.6000976622108283,1.3,1.0,1,2.3539827920404384,1.0672734375,2.944080162169847,13.294285713797445
210999.98474121094,562.6666259765625,1,True,1,1.6000976622108283,1.0,1.0,1,2.3480913191802286,1.0672734375,2.937969511364288,13.295985262882644
211125.0228881836,563.0000610351562,0,True,1,0.42664583435053627,1.0,1.0,1,2.3222334388830306,1.1156914062500003,3.2069456729123034,13.295552649793695
211250.01525878906,563.3333740234375,0,False,1,1.6000976622108283,1.0,1.0,1,2.3098422337809628,1.1156914062500003,3.1930497986367565,13.295079896859363
211375.00762939453,563.6666870117188,0,True,1,1.6000976622108283,1.0,1.0,1,2.3039507610994185,1.1156914062500003,3.186447854531919,13.294588180725075
211500.0,564,0,False,1,1.6000976622108283,1.0,1.0,1,2.2980592884425013,1.1156914062500003,3.1798491165019347,13.29407755242864
211625.01525878906,564.3333740234375,0,True,1,1.599804711338948,1.3,1.0,1,2.292166199551873,1.1180351562500004,3.1878812674399146,13.293528389954131
211749.98474121094,564.6666259765625,0,True,1,1.6003907203907204,1.3,1.0,1,2.2862747233719016,1.1203789062500003,3.1959092888391667,13.292940726226687
211875.0,565,1,False,1,0.22856744267154938,1.0,1.0,1,2.33464500122575,1.0672734375,2.9240328131146343,13.294253647549281
