_Time,C Swing Speed degree/ms,C Angle Diff,C Pos Diff,C Stamina,C Pattern Diff,C CombinedDiff,C SmoothedDiff
9,0,1.0,1.2,0,0,0,0.0
10.5,0,1.0,1,0,0,0,0.0
11.25,0.2962962962962963,1.0,2.0,0.009259259259259259,0.1,0.0010042775454041667,0.0020694812618961863
11.5,0.6666666666666666,1.0,1.5,0.020833333333333332,0.078125,0.0004935002230408995,0.0023148155411318503
12,0.8888888888888888,1.0,1.7999999999999998,0.037037037037037035,0.15625,0.003920400137963814,0.006699035163483939
12.375,1.7777777777777777,1.0,2.25,0.09259259259259259,0.2265625,0.012563302108199474,0.018526918241718142
14.625,0.21333333333333335,1.0,1,0.0275,0.109375,0.0013491648457405333,0.017071720932382402
18.75,0.16161616161616163,1.0,1.2,0.1069023569023569,0.2953125,0.02738954887310018,0.036103029707522764
22.75,0.16666666666666666,1.0,1.2,0.11211069023569023,0.33281249999999996,0.03889903688730795,0.05881089818861332
26.75,0.054982817869415807,1.0,1.5,0.02921821305841924,0.15625,0.003880819816700842,0.05532893118043645
30.75,0.16666666666666666,1.0,1.5,0.1225273569023569,0.42656249999999996,0.0807539466341464,0.09568274635424161
34.75,0.16666666666666666,1.0,1.5,0.12773569023569023,0.47343749999999996,0.10991228951588201,0.14433233197365336
38.75,0.16666666666666666,1.0,1.2,0.13294402356902357,0.5109374999999999,0.13782512104828906,0.19877099092341252
42.75,0.16666666666666666,1.0,1.2,0.1381523569023569,0.5484374999999999,0.17011432281823083,0.2596906875476191
46.625,0.17204301075268819,1.0,1,0.1435287009883784,0.5796874999999999,0.20067890897489843,0.32508444272996595
47.625,0.031936127744510975,1.0,1,0.03021621705043521,0.1875,0.006676843843259686,0.30734643059928246
48.125,0.4444444444444444,1.0,1.5,0.15741758987726728,0.6265624999999999,0.25362067768228236,0.381495642295317
48.625,0.6666666666666666,1.0,1,0.051049550383768544,0.21875,0.010748788075358827,0.3639930514945698
49.125,0.6666666666666666,1.0,1,0.17825092321060065,0.6578124999999999,0.2877427530956278,0.4384579277126015
49.625,1.3333333333333333,1.0,1,0.21991758987726723,0.6890624999999999,0.33919681304158744,0.5213807662381261
50.125,0.4444444444444444,1.0,1,0.06493843927265744,0.25,0.016143521448146077,0.5013054559216649
50.625,0.6666666666666666,1.0,1,0.2407509232106006,0.7203124999999999,0.3726497094733339,0.5832334126508687
51.125,1.3333333333333333,1.0,1,0.2824175898772673,0.7515624999999999,0.4266708812186631,0.6725571506962125
51.625,0.4444444444444444,1.0,1,0.07882732816154632,0.28125,0.02310460505787852,0.6504852972700288
52.125,1.3333333333333333,1.0,1,0.12049399482821298,0.3125,0.03270756285433315,0.6325538115218472
52.625,1.3333333333333333,1.0,1,0.16216066149487965,0.34375,0.04491169369529194,0.6189034376334798
53.625,0.6666666666666666,1.0,1,0.182993994828213,0.375,0.058678180781311345,0.6094162182244645
54.625,0.6666666666666666,1.0,1,0.38658425654393386,0.8765624999999999,0.5956597927555352,0.7191645261026878
55.625,0.3333333333333333,1.0,1,0.19341066149487965,0.40625,0.07425781202618,0.7101954663731415
56.125,1.3333333333333333,1.0,1,0.44908425654393375,0.9390624999999999,0.6975597106748177,0.8302660885404277
56.625,0.6666666666666666,1.0,1,0.214243994828213,0.4375,0.09324190775408418,0.8220775525789864
57.125,1.3333333333333333,1.0,1,0.2559106614948796,0.46875,0.11734649848641522,0.8190575057372377
57.625,1.3333333333333333,1.0,1,0.2975773281615463,0.5,0.14546311092416278,0.8214876707674175
58.125,0.4444444444444444,1.0,2.4,0.5046398120994894,1.0453125,0.8245733343437424,0.9472531025952293
58.625,0.6666666666666666,1.0,1,0.3184106614948796,0.53125,0.17480100622958233,0.9510635802499737
59.125,1.3333333333333333,1.0,2.0,0.5879731454328228,1.1390624999999999,0.9829258582594641,1.0934353601252527
59.625,0.6666666666666666,1.0,1,0.339243994828213,0.5625,0.2078412755495644,1.0986093981069325
60.125,1.3333333333333333,1.0,1,0.6713064787661565,1.2015624999999999,1.1277084001093838,1.253158975248229
60.625,0.6666666666666666,1.0,1,0.3600773281615463,0.59375,0.24480398419973945,1.2598312638398845
61.625,0.6666666666666666,1.0,1,0.3809106614948797,0.625,0.28590919750865296,1.2725227487188495
62.625,0.6666666666666666,1.0,1,0.7317719390055659,1.2560606060606059,1.2435291180893924,1.4289855355312828
63.125,1.3333333333333333,1.0,1,0.7494649211916766,1.2485294117647059,1.260657714445603,1.5805188797020315
63.625,1.3333333333333333,1.0,1,0.7661468758242954,1.2414285714285715,1.2768935097157683,1.7273383401057727
64.125,1.3333333333333333,1.0,1,0.7819020551995466,1.2347222222222223,1.2923127541357844,1.869650592513992
64.625,1.3333333333333333,1.0,1,0.7968056032572166,1.2283783783783784,1.3069819814602004,2.007653081777836
65.125,0.19047619047619047,1.0,1,0.3868630424472606,0.65625,0.328076444523536,2.008099070870589
65.625,0.6666666666666666,1.0,1.2,0.7933808943995706,1.2276315789473686,1.3019539528335857,2.136622055243922
66.625,0.4444444444444444,1.0,1,0.4007519313361495,0.6875,0.376128178756658,2.140551270782042
67.125,1.3333333333333333,1.0,1,0.44241859800281613,0.71875,0.4360116509181215,2.1518752045615073
67.625,1.3333333333333333,1.0,1,0.4840852646694828,0.75,0.5021202001461839,2.1709198420163514
68.125,1.3333333333333333,1.0,1,0.5257519313361496,0.78125,0.5747576202074233,2.1980224256654863
68.625,1.3333333333333333,1.0,1,0.5674185980028164,0.8125,0.6542278720002114,2.233530392570098
69.625,0.6666666666666666,1.0,1,0.5882519313361495,0.84375,0.7322528078393128,2.276799382485051
70.625,0.6666666666666666,1.0,1,0.7732690132375423,1.2109756097560977,1.263464238529642,2.379279688783295
71.125,1.3333333333333333,1.0,1,0.7866038780017277,1.205952380952381,1.2769817496604063,2.479552806739974
71.625,1.3333333333333333,1.0,1,0.7993185164978115,1.2011627906976745,1.2899391717414581,2.577675148757219
72.125,1.3333333333333333,1.0,1,0.8114552168804366,1.1965909090909093,1.3023733014326517,2.673703159295805
72.625,0.2222222222222222,1.0,1,0.5951963757805939,0.875,0.8102192787541472,2.713963028639984
73.125,1.3333333333333333,1.0,1,0.6368630424472606,0.90625,0.883943901233287,2.760582997602427
73.625,1.3333333333333333,1.0,1,0.6785297091139272,0.9375,0.9532894741032936,2.812793873124163
74.625,0.6666666666666666,1.0,1,0.6993630424472606,0.96875,0.9991998539610766,2.8679456702399535
75.125,1.3333333333333333,1.0,1,0.7410297091139272,1.0,1.0714231984636116,2.928519743508697
75.625,1.3333333333333333,1.0,1,0.7826963757805938,1.03125,1.1453688090349057,2.994426890079254
76.125,1.3333333333333333,1.0,1,0.8202228376959554,1.1802083333333335,1.301652496407167,3.0733704657465957
76.625,0.6666666666666666,1.0,1,0.7791803239892627,1.0303030303030303,1.1402527674388891,3.1345346525552205
77.625,0.6666666666666666,1.0,2.25,0.8274139241881173,1.1980000000000002,1.3243741035173255,3.211091410970205
77.875,0.5333333333333333,1.0,2.25,0.7719495301464413,1.0661764705882353,1.1565073952211242,3.2698740573326956
78.125,1.3333333333333333,1.0,1.7999999999999998,0.8373339126027294,1.2098039215686276,1.3463363658261829,3.344185489041589
78.375,1.3333333333333333,1.0,1.5,0.7879890673803526,1.0785714285714285,1.1857335509548597,3.401953885026536
78.625,1.3333333333333333,1.0,1,0.8468723630013947,1.205769230769231,1.355957623108933,3.4731049727555763
79.625,0.5333333333333333,1.0,1,0.7809152969901576,1.0763888888888888,1.1751609283567928,3.526509759887212
80.625,0.6666666666666666,1.0,1,0.8401980779519602,1.1981481481481482,1.3413714214180643,3.5927020983222016
81.625,0.3333333333333333,1.0,1,0.7688184871615948,1.0743243243243243,1.1583540118151006,3.641582131236157
82.625,0.6666666666666666,1.0,1,0.8340005275489142,1.1910714285714286,1.3278744709594976,3.7033029129690687
83.125,0.4444444444444444,1.0,1,0.7602823281427223,1.0723684210526316,1.1461982084941682,3.7484028384616273
84.125,0.6666666666666666,1.0,1,0.7578819265664133,1.0705128205128205,1.1418611847933486,3.791963141171244
84.625,0.4444444444444444,1.0,1,0.8358932296640857,1.1844827586206899,1.3254474432290853,3.8491313613383995
85.625,0.4444444444444444,1.0,1,0.750045989513364,1.06875,1.1307851539445897,3.8894054954454123
86.125,0.4444444444444444,1.0,2.4,0.8292585044908716,1.205084745762712,1.3321146239387593,3.944414699366222
86.375,0.8888888888888888,1.0,2.0,0.7534324016932549,1.0914634146341464,1.1511959040574447,3.9840681791101837
86.625,1.3333333333333333,1.0,1,0.8376597516382459,1.2016666666666669,1.340651691935814,4.037202013436566
87.625,0.5333333333333333,1.0,1,0.7481919476846853,1.0892857142857142,1.1430631890689953,4.07414365516081
88.625,0.6666666666666666,1.0,1,0.8321438456714209,1.1951612903225808,1.3284849095194642,4.124005704022117
89.625,0.3333333333333333,1.0,1,0.7385440729323283,1.0872093023255813,1.1295192669921414,4.1580376374093
90.625,0.6666666666666666,1.0,1,0.7369104955171996,1.0852272727272727,1.1260739982511254,4.19101824705376
91.625,0.6666666666666666,1.0,1,0.7353495215427429,1.0833333333333333,1.1227851416349848,4.222995450525082
92.125,1.3333333333333333,1.0,1,0.7483491696251471,1.0815217391304348,1.137730788286356,4.255299545728085
92.625,1.3333333333333333,1.0,1.5,0.7607956411934065,1.0904255319148937,1.1597255405187732,4.288414588293527
93.625,0.4444444444444444,1.0,2.0,0.8149337878370134,1.2015384615384617,1.3106208513574982,4.331266762617107
94.125,1.3333333333333333,1.0,1.2,0.8227883264051394,1.2015151515151516,1.3209166499287042,4.373873873364241
94.625,0.3333333333333333,1.0,1,0.7518901764463216,1.0885416666666667,1.1471724594645683,4.403741414804303
95.625,0.6666666666666666,1.0,1,0.750150921144696,1.086734693877551,1.1437010923098152,4.4327264010853344
96.125,1.3333333333333333,1.0,1,0.8247324605958378,1.1955882352941178,1.3190405051942302,4.472743411859803
96.625,0.6666666666666666,1.0,1,0.7484812360551354,1.085,1.1403719110025556,4.50015868571042
97.625,0.6666666666666666,1.0,2.4,0.7468770288122243,1.1107843137254902,1.1567864933280674,4.528064953247723
98.625,0.6666666666666666,1.0,1,0.7453345218478866,1.1086538461538462,1.1533219370890384,4.555166737225188
99.625,0.6666666666666666,1.0,1.5,0.8227484599133847,1.1943661971830988,1.3155189876591817,4.592046857271415
100.125,0.4444444444444444,1.0,1,0.7396573505761235,1.1066037735849057,1.1447379490260978,4.617401175063332
100.625,1.3333333333333333,1.0,2.4,0.8367370865824245,1.208219178082192,1.3443538554391532,4.654708188793247
101.625,0.6666666666666666,1.0,1.2,0.8344388376646439,1.2081081081081082,1.341228692874411,4.69107586469881
102.125,0.3333333333333333,1.0,1.2,0.7321328317382941,1.1083333333333334,1.1365697225682252,4.714196638562354
102.625,0.6666666666666666,1.0,2.0,0.8322018753846709,1.2186666666666668,1.3462143289162833,4.749570171334884
103.125,0.6666666666666666,1.0,1,0.7309425378279009,1.1063636363636364,1.1336794291435977,4.771500618515766
103.625,0.6666666666666666,1.0,1,0.8300237805331182,1.2157894736842105,1.3411677212325241,4.805342909228687
104.125,1.3333333333333333,1.0,2.4,0.8365602682318223,1.2311688311688314,1.3614298021516789,4.839733539016047
104.625,0.4444444444444444,1.0,1,0.7258265004460535,1.1044642857142857,1.1259556312238135,4.859742257631231
105.625,0.6666666666666666,1.0,1,0.7247886086253624,1.1026315789473684,1.1233611461743003,4.879227083313645
106.625,0.6666666666666666,1.0,1.2,0.8385225915064621,1.225,1.3593712086291332,4.911860469688013
107.125,0.4444444444444444,1.0,1,0.7199550885532776,1.1008620689655173,1.1161047362737266,4.93009807528394
107.625,0.6666666666666666,1.0,1,0.8364009134220205,1.2222222222222223,1.35445799162317,4.96139954100149
108.625,0.4444444444444444,1.0,1,0.7152854166192296,1.0991525423728812,1.1091104863493555,4.978472707538519
109.625,0.6666666666666666,1.0,1,0.7144751041200201,1.0975,1.1069377464563053,4.995121068619362
110.625,0.6666666666666666,1.0,1,0.7136913592437356,1.0959016393442622,1.1048376019577928,5.011359873811253
111.625,0.6666666666666666,1.0,1,0.7129328964602346,1.0943548387096773,1.102806476354057,5.027203643662213
112.125,1.3333333333333333,1.0,1,0.7227805224423473,1.0928571428571427,1.113926531999506,5.0433696452027235
112.625,1.3333333333333333,1.0,1,0.7323204101125188,1.09140625,1.124746545213007,5.059833554662241
