TimeMS,Beat,Type,Forehand,numNotes,SwingSpeed,Angle Diff,AngleChangeDiff,Pos Diff,C Stamina,C Pattern Diff,C CombinedDiff,C SmoothedDiff
57085.71428571428,333,0,False,3,1.1666666666666667,1.0,1.0,1,1.9878172378206764,1.0363476562499998,2.407674199255794,11.535252815076495
57257.142857142855,334,0,True,2,1.1666666666666667,1.0,1.0,1,1.9749273386481778,1.0363476562499998,2.395406939669042,11.51837890974996
57428.57142857143,335,0,False,2,1.1666666666666667,1.0,1.0,1,1.9620374403716885,1.0363476562499998,2.3831569562657844,11.501612684694116
57599.99999999999,336,0,True,3,1.1666666666666667,1.0,1.0,1,1.9601908368542122,1.0363476562499998,2.381403457094056,11.485180007856236
57771.428571428565,337,0,False,3,1.1666666666666667,1.0,1.0,1,1.9583546124597406,1.0363476562499998,2.379660171530444,11.468559658645331
57942.85714285714,338,0,True,2,1.1666666666666667,1.0,1.0,1,1.9454647153614488,1.0363476562499998,2.367432794563982,11.450971052218794
58114.28571428571,339,0,False,2,1.1666666666666667,1.0,1.0,1,1.9390090560987008,1.0363476562499998,2.361315654008183,11.432620797206663
58285.71428571428,340,1,True,1,1.1666666666666667,1.0,1.0,1,2.2562097599852096,1.012109375,2.533073104260164,11.419729643188278
58328.57142857143,340.25,0,True,1,0.9333333333333333,1.0,1.0,1,1.9377204880908625,1.0363476562499998,2.360095195742187,11.40066577332764
58371.428571428565,340.5,1,False,1,2.3333333333333335,1.0,1.0,1,2.2626639226490353,1.012109375,2.5391068255826825,11.387225161878234
58414.28571428571,340.75,0,False,1,2.3333333333333335,1.0,1.0,1,1.9428867360536746,1.0363476562499998,2.3649894578002817,11.368917568658933
58457.142857142855,341,1,True,1,2.3333333333333335,1.0,1.0,1,2.2807302024315366,1.004296875,2.5135179883636933,11.356014970622729
58499.99999999999,341.25,0,True,1,2.3333333333333335,1.0,1.0,1,1.9557766329659856,1.0363476562499998,2.377213277716492,11.338183847743089
58542.85714285714,341.5,1,False,1,2.3333333333333335,1.0,1.0,1,2.292301668608274,1.004296875,2.5242037845241434,11.325574418858869
58585.71428571428,341.75,0,False,1,2.3333333333333335,1.0,1.0,1,1.968666530800886,1.03634765625,2.3894547735262783,11.307998094001125
58628.57142857143,342,1,True,1,2.3333333333333335,1.0,1.0,1,2.292301668608274,1.004296875,2.5242037845241434,11.29483899511276
58671.428571428565,342.25,0,True,1,2.3333333333333335,1.0,1.0,1,1.9815564295403714,1.03634765625,2.4017136749484234,11.27765177445726
58714.28571428571,342.5,1,False,1,2.3333333333333335,1.0,1.0,1,2.292301668608274,1.004296875,2.5242037845241434,11.26480764114326
58757.142857142855,342.75,0,False,1,2.3333333333333335,1.0,1.0,1,1.994446329166903,1.03634765625,2.4139897168115314,11.248454578861637
58799.99999999999,343,1,True,1,2.3333333333333335,1.0,1.0,1,2.292301668608274,1.004296875,2.5242037845241434,11.235925386916405
58842.85714285714,343.25,0,True,1,2.3333333333333335,1.0,1.0,1,2.0073362296633928,1.03634765625,2.4262826389438206,11.220092121316783
58885.71428571428,343.5,1,False,1,2.3333333333333335,1.0,1.0,1,2.298755687156333,1.004296875,2.530167600349327,11.207973732701367
