_Time,C Swing Speed degree/ms,C Angle Diff,C Pos Diff,C Stamina,C Pattern Diff,C CombinedDiff,C SmoothedDiff
4.634999752044678,0,1.6,1.2,0,0,0,0.0
6.134999752044678,0.5,1.6,1,0.015625,0.11,0.013888023519047806,0.04166407055714342
6.634999752044678,0,1.75,1.7999999999999998,0,0,0,0.02777604703809561
7.134999752044678,1.5,1.75,1.7999999999999998,0.046875,0.19687499999999997,0.043816216630874795,0.0865563602248839
7.634999752044678,0.5,1,1,0.03125,0.14125,0.025573500078205955,0.09993328827375428
8.135000228881836,0.7499996423723019,1.75,1.7999999999999998,0.07031248882413443,0.2953125,0.08049552282006751,0.16377326304819606
9.635000228881836,0.3749999105930541,1,1,0.04296874720603294,0.1725,0.03685000068887308,0.1719627974889164
10.635000228881836,0.3,1,1,0.07968748882413443,0.3265625,0.09489015415994648,0.22163506342276176
11.135000228881836,1.5,1,1,0.12656248882413443,0.3578125,0.13502242126953587,0.287023892777701
11.635000228881836,1.5,1,1.44,0.17343748882413443,0.4028124999999999,0.1826436467740035,0.36790769156433295
12.135000228881836,1.5,1.6,1,0.22031248882413443,0.45281249999999995,0.23636016063780163,0.4633852617700127
13.635000228881836,0.1875,1,1,0.04882812220603294,0.20375,0.04629761353311654,0.4479186300557367
15.135000228881836,0.5,1.3,1.7999999999999998,0.06445312220603294,0.276875,0.07217141208404809,0.4467732333210099
17.135000228881836,0.15,1,1,0.22499998882413444,0.48406249999999995,0.2532031478139282,0.523376494289764
17.635000228881836,0.3,1,1,0.07382812220603294,0.308125,0.08609136918860777,0.5229212756792229
18.135000228881836,0.75,1.75,1,0.24843748882413444,0.5387499999999998,0.2957080075605129,0.6011291987844638
18.635000228881836,0.75,1,1,0.09726562220603294,0.339375,0.11010357532916323,0.6046287430897882
19.135000228881836,0.75,1,1,0.2718749888241344,0.5699999999999998,0.32928422090768616,0.6807996643318065
19.635000228881836,0.75,1,1,0.12070312220603294,0.370625,0.13542039350738594,0.6877324378429912
20.135000228881836,0.75,1.75,1,0.2953124888241344,0.6246874999999998,0.3754932193994529,0.7659937817706777
20.635000228881836,0.75,1,1,0.14414062220603294,0.401875,0.16209243536406068,0.7758300117903768
22.635000228881836,0.375,1,1,0.15585937220603294,0.433125,0.18172768183842672,0.7901271063012942
23.135000228881836,0.25,1,1,0.3031249888241344,0.6559374999999998,0.3978357784627018,0.8595570004088993
23.635000228881836,0.75,1,1,0.17929687220603294,0.464375,0.21078008094771075,0.8764371456287895
24.135000228881836,0.75,1.75,1,0.32656248882413447,0.7106249999999998,0.44691802960537985,0.9486399869089291
25.635000228881836,0.5,1,1,0.34218748882413447,0.7418749999999998,0.4779122875230923,1.0224412845331454
26.635000228881836,0.25,1,1,0.18710937220603294,0.495625,0.22915716126841779,1.0354969024248997
27.135000228881836,1.5,1,1,0.23398437220603294,0.526875,0.2788615408197441,1.0582709146568126
27.635000228881836,1.5,1,1,0.28085937220603296,0.558125,0.3311244889361508,1.0902873291037123
29.635000228881836,0.1875,1.75,1,0.34804686382413447,0.7965624999999998,0.5128362977034471,1.156511677674278
31.135000228881836,0.21428571428571427,1,1,0.2875558007774615,0.589375,0.35165853549124165,1.1872677917153482
32.6349983215332,0.25000015894582045,1,1,0.35585936879119134,0.8278124999999998,0.5375179770747891,1.2509502939257664
34.1349983215332,0.25000015894582045,1,1,0.2953683057445184,0.620625,0.37354685524719955,1.2809603193062946
35.6349983215332,0.25,1.75,1,0.36367186879119134,0.8824999999999998,0.5756111167153057,1.3448634481588102
36.6349983215332,0.75,1,1,0.38710936879119134,0.91375,0.6174321748302362,1.412284293896599
37.1349983215332,0.25,1,1,0.30318080574451844,0.651875,0.3958559270955149,1.4390301624709463
37.6349983215332,0.75,1.75,1,0.41054686879119134,0.9684375,0.6739712418989267,1.5094300891985846
38.1349983215332,0.75,1,1,0.32661830574451844,0.683125,0.4327390730211616,1.5380354668019627
38.6349983215332,1.5,1,1,0.37349330574451844,0.714375,0.4926527583574076,1.5743913920158727
39.1349983215332,0.5,1.6,1,0.42617186879119134,1.0184375,0.7207178462167185,1.6431392841479837
39.6349983215332,0.75,1,1,0.39693080574451844,0.745625,0.5321788976575945,1.6809425549235346
40.1349983215332,0.75,1.75,1,0.44960936879119134,1.073125,0.7801646090284794,1.7523722001437088
40.6349983215332,0.75,1,1,0.42036830574451844,0.776875,0.5727040817486364,1.7915315557332
41.1349983215332,0.75,1,1,0.47304686879119134,1.104375,0.8263196231499831,1.8634948780778975
41.6349983215332,0.75,1.3,2.4,0.44380580574451844,0.8743750000000001,0.6532359198427351,1.9091820034329758
42.1349983215332,0.75,1.6,1,0.49648436879119134,1.154375,0.8854308145439738,1.98316902264669
42.6349983215332,0.75,1,1,0.46724330574451844,0.9056250000000001,0.6965770114379696,2.0298986619228843
43.1349983215332,0.75,1.6,1,0.5199218687911913,1.204375,0.9458864899114894,2.105844917705094
43.6349983215332,0.75,1,1,0.49068080574451844,0.9368750000000001,0.7408290410479179,2.15358225094147
44.1349983215332,0.75,1.75,1,0.5433593687911913,1.2590625,1.0108289771060885,2.231810083175371
44.3849983215332,1.0,1,1,0.5219308057445184,0.9681250000000001,0.7945867474650034,2.2815298949717366
44.6349983215332,1.5,1,1,0.5902343687911914,1.2903125,1.0900957736688561,2.3634346016456105
45.1349983215332,1.0,1,1,0.5531808057445184,0.9993750000000001,0.8495692162120618,2.4150191430725303
45.6349983215332,0.75,1.75,1,0.6136718687911914,1.345,1.1581245106953628,2.498977067537339
