_Time,C Swing Speed degree/ms,C Angle Diff,C Pos Diff,C Stamina,C Pattern Diff,C CombinedDiff,C SmoothedDiff
8,0,1,1.2,0,0,0,0.0
24,0.058333333333333334,1,1,0.0018229166666666667,0.06875,0.002936356101576305,0.008809068304728915
32,0.03888888888888889,1,1,0.0012152777777777778,0.06875,0.0023970567818413376,0.010666825766835286
40,0.058333333333333334,1,1,0.0036458333333333334,0.1,0.006042085245766992,0.01706324719377695
56,0.03888888888888889,1,1,0.0024305555555555556,0.1,0.004931522514021986,0.019568424771847948
64,0.03888888888888889,1,1,0.004861111111111111,0.13125,0.009157243274097362,0.02546426391730398
72,0.11666666666666667,1,1,0.008506944444444445,0.1625,0.015008402085982529,0.03469085657424558
73,0.9333333333333333,1,1,0.033420138888888895,0.1859375,0.034536261818293036,0.05625669586618466
75,0.4666666666666667,1,1,0.048003472222222225,0.2171875,0.048733555948468704,0.08249498918003216
76,0.23333333333333334,1,1,0.01579861111111111,0.19375,0.024433753740225023,0.08890574250616397
78,0.4666666666666667,1,1,0.030381944444444444,0.225,0.03957436509356693,0.10240941960209465
79.25,0.7466666666666667,1,1,0.053715277777777785,0.25625,0.06068071948268129,0.12421566104326075
80,1.2444444444444445,1,1,0.09260416666666665,0.2875,0.09191541283356483,0.15708310842465525
82.25,0.41481481481481486,1.75,1,0.0667997685185185,0.303125,0.0802244078031199,0.1802447754528027
83.25,0.9333333333333333,1,1,0.09596643518518518,0.334375,0.10776591787404037,0.21133482423889866
83.875,0.24086021505376345,1,1,0.10013104838709677,0.31875,0.10572325939385123,0.23777261999666172
86,0.43921568627450985,1,1,0.1138565385831752,0.35,0.12419091648961332,0.2676180834637804
89.75,0.24888888888888888,1,1,0.12163431636095297,0.38125,0.13956828552757952,0.29927317400276354
91.25,0.6222222222222222,1,1,0.1410787608053974,0.4125,0.16374783677496066,0.3352317975105005
92,1.2444444444444445,1,1,0.17996764969428633,0.44375,0.20314284908719382,0.3794130623611335
93.375,0.12655367231638417,1.75,1,0.1603133943078173,0.475,0.20072574684877428,0.41869598706263417
94,0.4666666666666667,1,1,0.19455098302761967,0.475,0.22640524903246956,0.4614112373868242
95.375,0.6787878787878788,1,1,0.21576310423974088,0.50625,0.25562139627607094,0.5080337217463722
96,1.4933333333333334,1,1,0.2624297709064076,0.5375,0.3064163472127275,0.5634697368101218
97.375,0.6787878787878788,1.75,1,0.1926366266310496,0.5609375,0.2603109897765243,0.6034055848840828
98,0.4666666666666667,1,1,0.2770131042397409,0.56875,0.3329627551172372,0.6570352366463651
99,0.9333333333333333,1.6,1,0.3061797709064076,0.61875,0.38200071787437057,0.7175896466685819
100,0.9333333333333333,1,1,0.33534643757307425,0.65,0.4235516525823087,0.7827225134123417
102,0.4666666666666667,1,1,0.3499297709064075,0.68125,0.453047623798449,0.8494660730460782
104,0.4666666666666667,1.75,1,0.21352626627068927,0.665625,0.32301645912112925,0.8857538291021012
106,0.4666666666666667,1,1,0.2281095996040226,0.696875,0.35021051445599577,0.9249638051548069
107.375,0.6787878787878788,1,1,0.24932172081614382,0.728125,0.384291647999053,0.9681133702435418
108,0.15555555555555556,1,1,0.3547908820175187,0.7125,0.4741009048521597,1.0249767659668578
109.5,0.6222222222222222,1,1,0.37423532646196306,0.74375,0.5093387568574101,1.0847137005309049
110,0.35555555555555557,1,1,0.26043283192725497,0.759375,0.40968600023221974,1.123953766269831
111.25,0.7466666666666667,1,1,0.2837661652605883,0.790625,0.4474690645426949,1.1673110057416736
112,0.37333333333333335,1,1,0.38590199312862977,0.775,0.5378206428257598,1.2229762179366164
114,0.4666666666666667,1.75,1,0.33723838748281054,0.8765625,0.5454128076233329,1.2769104449840736
115.875,0.24086021505376345,1,1,0.3934288748490599,0.80625,0.5627090978282132,1.3307397819580535
119.875,0.23333333333333334,1,1,0.4007205415157265,0.8375,0.5877196403390358,1.3856292334599574
121.875,0.4666666666666667,1.75,1,0.3746689430383661,0.99375,0.6500731115517333,1.4469660489685043
123.125,0.7466666666666667,1,1,0.39800227637169944,1.0250000000000001,0.6936836565599279,1.511612141596863
123.75,0.24086021505376345,1,1,0.40824742323615665,0.86875,0.6133156793361411,1.562037302862444
125.375,0.5743589743589743,1,1,0.42619614118487453,0.9,0.6501034412204698,1.6151869243274526
126,0.3246376811594203,1.75,1,0.40814720390793136,1.0796875000000001,0.7374132424317607,1.6776156472221888
127.125,0.8296296296296297,1,1,0.43407312983385726,1.1109375000000001,0.7858200390495006,1.7436440078107716
128,0.35555555555555557,1,1,0.4373072522959857,0.93125,0.6803484908109367,1.7933981979608746
129.375,0.6787878787878788,1,1,0.45851937350810695,0.9625,0.7219240498367305,1.8462762417329481
130,0.4666666666666667,1,1,0.481989796500524,1.1968750000000001,0.8957835380356767,1.91828491492644
